,full_name,age,birthday,league,season,position,Current Club,minutes_played_overall,minutes_played_home,minutes_played_away,nationality,appearances_overall,appearances_home,appearances_away,goals_overall,goals_home,goals_away,assists_overall,assists_home,assists_away,penalty_goals,penalty_misses,clean_sheets_overall,clean_sheets_home,clean_sheets_away,conceded_overall,conceded_home,conceded_away,yellow_cards_overall,red_cards_overall,goals_involved_per_90_overall,assists_per_90_overall,goals_per_90_overall,goals_per_90_home,goals_per_90_away,min_per_goal_overall,conceded_per_90_overall,min_per_conceded_overall,min_per_match,min_per_card_overall,min_per_assist_overall,cards_per_90_overall,rank_in_league_top_attackers,rank_in_league_top_midfielders,rank_in_league_top_defenders,rank_in_club_top_scorer
494,Sam Vokes,30,624931200,Premier League,2018/2019,Forward,Burnley,913,455,458,Wales,20,5,5,3,2,1,0,0,0,0,0,4,2,2,18,9,9,0,0,0.3,0.0,0.3,0.4,0.2,304,1.77,51,46,0,0,0.0,64,351,-1,3
495,Sam Woods,21,905472000,Premier League,2018/2019,Defender,Crystal Palace,0,0,0,England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,-1,-1,-1,-1
496,Samir Nasri,33,551664000,Premier League,2018/2019,Midfielder,West Ham United,246,102,144,France,5,1,2,0,0,0,2,2,0,0,0,1,1,0,2,1,1,0,0,0.73,0.73,0.0,0.0,0.0,0,0.73,123,49,0,123,0.0,-1,-1,-1,15
497,Sandro Ramirez,25,805248000,Premier League,2018/2019,Forward,Everton,0,0,0,Spain,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,-1,-1,-1,-1
498,Scott Dann,33,540259200,Premier League,2018/2019,Defender,Crystal Palace,660,360,300,England,10,4,3,0,0,0,1,0,1,0,0,3,2,1,7,4,3,1,0,0.14,0.14,0.0,0.0,0.0,0,0.95,94,66,660,660,0.14,276,101,24,14
499,Scott McTominay,23,850003200,Premier League,2018/2019,Midfielder,Manchester United,861,345,516,England,16,4,5,2,0,2,0,0,0,0,0,3,1,2,17,6,11,1,0,0.21,0.0,0.21,0.0,0.35,431,1.78,51,54,861,0,0.1,91,303,-1,8
500,Sead Kolasinac,27,740534400,Premier League,2018/2019,Defender,Arsenal,1891,1127,764,Bosnia and Herzegovina,24,13,9,0,0,0,5,3,2,0,0,5,5,0,26,10,16,5,0,0.24,0.24,0.0,0.0,0.0,0,1.24,73,79,378,378,0.24,285,47,75,22
501,Seamus Coleman,31,592531200,Premier League,2018/2019,Defender,Everton,2560,1333,1227,Republic of Ireland,29,15,14,2,2,0,2,0,2,0,0,13,8,5,29,15,14,1,0,0.14,0.07,0.07,0.14,0.0,1280,1.02,88,88,2560,1280,0.04,194,178,37,8
502,Sean Longstaff,22,878169600,Premier League,2018/2019,Midfielder,Newcastle United,688,355,333,England,9,4,4,1,1,0,0,0,0,0,0,3,3,0,8,1,7,2,0,0.13,0.0,0.13,0.25,0.0,688,1.05,86,76,344,0,0.26,134,263,-1,11
503,Sean Morrison,29,663292800,Premier League,2018/2019,Defender,Cardiff City,3040,1600,1440,England,34,18,16,1,0,1,3,2,1,0,0,9,4,5,57,34,23,6,0,0.12,0.09,0.03,0.0,0.06,3040,1.69,53,89,507,1013,0.18,255,165,140,8
504,Sebastian Prodl,33,551232000,Premier League,2018/2019,Defender,Watford,13,0,13,Austria,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,13,0,0,0.0,-1,-1,-1,22
505,Serge Aurier,27,725155200,Premier League,2018/2019,Defender,Tottenham Hotspur,564,136,428,Côte d'Ivoire,8,2,4,0,0,0,2,0,2,0,0,3,0,3,9,2,7,1,0,0.32,0.32,0.0,0.0,0.0,0,1.44,63,71,564,282,0.16,351,15,108,27
506,Sergio Aguero,32,581212800,Premier League,2018/2019,Forward,Manchester City,2480,1125,1355,Argentina,33,14,17,21,15,6,8,5,3,2,0,19,8,11,15,8,7,3,0,1.05,0.29,0.76,1.2,0.4,118,0.54,165,75,827,310,0.11,1,28,-1,1
507,Sergio Romero,33,540950400,Premier League,2018/2019,Goalkeeper,Manchester United,0,0,0,Argentina,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,-1,-1,-1,-1
508,Sergio Rico,26,746841600,Premier League,2018/2019,Goalkeeper,Fulham,2610,1350,1260,Spain,29,15,14,0,0,0,0,0,0,0,0,5,3,2,53,24,29,1,0,0.0,0.0,0.0,0.0,0.0,0,1.83,49,90,2610,0,0.03,320,406,153,21
509,Shane Duffy,28,694224000,Premier League,2018/2019,Defender,Brighton & Hove Albion,3088,1558,1530,Republic of Ireland,35,18,17,5,2,3,1,1,0,0,0,7,5,2,51,23,28,5,1,0.17,0.03,0.15,0.12,0.18,618,1.49,61,88,515,3088,0.17,120,253,115,2
510,Shane Long,33,538272000,Premier League,2018/2019,Forward,Southampton,1269,629,640,Republic of Ireland,26,6,6,5,3,2,1,1,0,0,0,5,2,3,20,7,13,3,0,0.43,0.07,0.35,0.43,0.28,254,1.42,63,49,423,1269,0.21,51,182,-1,4
511,Shinji Okazaki,34,513993600,Premier League,2018/2019,Forward,Leicester City,269,126,143,Japan,21,0,1,0,0,0,1,0,1,0,0,2,2,0,1,0,1,0,0,0.33,0.33,0.0,0.0,0.0,0,0.33,269,13,0,269,0.0,-1,-1,-1,19
512,Shkodran Mustafi,28,703468800,Premier League,2018/2019,Defender,Arsenal,2617,1263,1354,Germany,31,15,16,2,0,2,0,0,0,0,0,6,5,1,36,12,24,9,0,0.07,0.0,0.07,0.0,0.13,1309,1.24,73,84,291,0,0.31,195,378,74,9
513,Simon Francis,35,477360000,Premier League,2018/2019,Defender,AFC Bournemouth,1226,675,551,England,17,7,6,0,0,0,2,1,1,0,0,5,3,2,23,11,12,1,0,0.15,0.15,0.0,0.0,0.0,0,1.69,53,72,1226,613,0.07,360,99,138,26
514,Simon Mignolet,32,573609600,Premier League,2018/2019,Goalkeeper,Liverpool,0,0,0,Belgium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,-1,-1,-1,-1
515,Sokratis Papastathopoulos,32,581817600,Premier League,2018/2019,Defender,Arsenal,2199,1119,1080,Greece,25,13,12,1,0,1,2,2,0,0,0,6,6,0,31,9,22,12,0,0.12,0.08,0.04,0.0,0.08,2199,1.27,71,88,183,1100,0.49,240,173,82,12
516,Solly March,26,774662400,Premier League,2018/2019,Midfielder,Brighton & Hove Albion,2473,1153,1320,England,35,13,17,1,1,0,5,1,4,0,0,6,4,2,39,13,26,1,0,0.22,0.18,0.04,0.08,0.0,2473,1.42,63,71,2473,495,0.04,243,82,-1,11
517,Sol Bamba,35,474422400,Premier League,2018/2019,Defender,Cardiff City,2475,1260,1215,Côte d'Ivoire,28,14,14,4,2,2,1,1,0,0,0,7,4,3,46,23,23,7,0,0.18,0.04,0.15,0.14,0.15,619,1.67,54,88,354,2475,0.25,123,222,136,4
518,Stefan Johansen,29,663292800,Premier League,2018/2019,Midfielder,Fulham,412,130,282,Norway,12,1,3,0,0,0,0,0,0,0,0,0,0,0,11,1,10,4,0,0.0,0.0,0.0,0.0,0.0,0,2.4,37,34,103,0,0.87,318,401,-1,24
519,Stefano Okaka,30,618624000,Premier League,2018/2019,Forward,Watford,22,9,13,Italy,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0,4.09,22,11,22,0,4.09,-1,-1,-1,16
520,Stephan Lichtsteiner,36,443059200,Premier League,2018/2019,Defender,Arsenal,940,408,532,Switzerland,14,5,5,0,0,0,0,0,0,0,0,2,2,0,18,4,14,3,0,0.0,0.0,0.0,0.0,0.0,0,1.72,52,67,313,0,0.29,387,407,147,25
521,Stephen Ward,34,493344000,Premier League,2018/2019,Defender,Burnley,230,74,156,Republic of Ireland,3,1,2,0,0,0,0,0,0,0,0,1,0,1,6,3,3,1,0,0.0,0.0,0.0,0.0,0.0,0,2.35,38,77,230,0,0.39,-1,-1,-1,20
522,Steve Cook,29,672019200,Premier League,2018/2019,Defender,AFC Bournemouth,2787,1350,1437,England,31,15,16,1,0,1,1,0,1,0,0,9,6,3,53,17,36,3,0,0.06,0.03,0.03,0.0,0.06,2787,1.71,53,90,929,2787,0.1,254,243,145,9
523,Steve Mounie,25,780796800,Premier League,2018/2019,Forward,Huddersfield Town,1777,1009,768,Benin,31,12,7,2,2,0,3,1,2,0,0,5,3,2,34,15,19,2,1,0.25,0.15,0.1,0.18,0.0,889,1.72,52,57,592,592,0.15,167,90,-1,6
524,Steven Davis,35,473385600,Premier League,2018/2019,Midfielder,Southampton,96,6,90,Northern Ireland,3,0,1,0,0,0,1,0,1,0,0,0,0,0,3,0,3,0,0,0.94,0.94,0.0,0.0,0.0,0,2.81,32,32,0,96,0.0,-1,-1,-1,22
525,Steven Defour,32,577065600,Premier League,2018/2019,Midfielder,Burnley,452,172,280,Belgium,6,2,4,0,0,0,0,0,0,0,0,1,0,1,12,5,7,0,0,0.0,0.0,0.0,0.0,0.0,0,2.39,38,75,0,0,0.0,264,321,-1,14
526,Stuart Armstrong,28,701913600,Premier League,2018/2019,Midfielder,Southampton,1432,469,963,Scotland,29,5,11,3,1,2,2,1,1,0,0,4,1,3,23,8,15,2,0,0.31,0.13,0.19,0.19,0.19,477,1.45,62,49,716,716,0.13,98,114,-1,6
527,Sullay Kaikai,24,809395200,Premier League,2018/2019,Midfielder,Crystal Palace,0,0,0,England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,-1,-1,-1,-1
528,Sung-Yeung Ki,31,601603200,Premier League,2018/2019,Midfielder,Newcastle United,1302,824,478,South Korea,18,9,5,0,0,0,1,1,0,0,0,5,2,3,18,12,6,2,0,0.07,0.07,0.0,0.0,0.0,0,1.24,72,72,651,1302,0.14,349,179,-1,20
529,Tahith Chong,20,944265600,Premier League,2018/2019,Forward,Manchester United,36,0,36,Netherlands,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0,2.5,36,18,0,0,0.0,-1,-1,-1,20
530,Terence Kongolo,26,761184000,Premier League,2018/2019,Defender,Huddersfield Town,2722,1405,1317,Netherlands,32,17,15,1,0,1,1,0,1,0,0,4,3,1,62,27,35,4,0,0.07,0.03,0.03,0.0,0.07,2722,2.05,44,85,681,2722,0.13,261,236,166,10
531,Theo Walcott,31,606009600,Premier League,2018/2019,Forward,Everton,2122,1114,1008,England,37,13,11,5,3,2,2,2,0,0,0,13,9,4,33,18,15,1,0,0.3,0.08,0.21,0.24,0.18,424,1.4,64,57,2122,1061,0.04,90,175,-1,4
532,Tim Ream,32,560390400,Premier League,2018/2019,Defender,Fulham,2051,943,1108,USA,26,12,13,0,0,0,0,0,0,0,0,5,3,2,47,18,29,1,0,0.0,0.0,0.0,0.0,0.0,0,2.06,44,79,2051,0,0.04,266,317,167,12
533,Timothy Eyoma,20,949104000,Premier League,2018/2019,Defender,Tottenham Hotspur,0,0,0,England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,-1,-1,-1,-1
534,Timothy Fosu-Mensah,22,883699200,Premier League,2018/2019,Defender,Fulham,795,499,296,Netherlands,12,6,4,0,0,0,0,0,0,0,0,1,1,0,18,9,9,3,0,0.0,0.0,0.0,0.0,0.0,0,2.04,44,66,265,0,0.34,319,408,164,22
535,Toby Alderweireld,31,604800000,Premier League,2018/2019,Defender,Tottenham Hotspur,2924,1549,1375,Belgium,34,17,16,0,0,0,0,0,0,0,0,12,6,6,28,15,13,3,0,0.0,0.0,0.0,0.0,0.0,0,0.86,104,86,975,0,0.09,356,275,20,20
536,Tom Cairney,29,664329600,Premier League,2018/2019,Midfielder,Fulham,2198,1107,1091,Scotland,31,11,13,1,1,0,1,1,0,0,0,4,3,1,49,21,28,0,0,0.08,0.04,0.04,0.08,0.0,2198,2.01,45,71,0,2198,0.0,227,217,-1,10
537,Tom Cleverley,30,618883200,Premier League,2018/2019,Midfielder,Watford,470,102,368,England,13,1,3,1,0,1,0,0,0,0,0,4,2,2,7,0,7,2,0,0.19,0.0,0.19,0.0,0.24,470,1.34,67,36,235,0,0.38,99,299,-1,11
538,Tom Davies,22,899164800,Premier League,2018/2019,Midfielder,Everton,975,520,455,England,16,5,5,0,0,0,0,0,0,0,0,5,3,2,18,12,6,3,0,0.0,0.0,0.0,0.0,0.0,0,1.66,54,61,325,0,0.28,416,380,-1,18
539,Tom Heaton,34,513907200,Premier League,2018/2019,Goalkeeper,Burnley,1710,900,810,England,19,10,9,0,0,0,0,0,0,0,0,4,3,1,23,10,13,3,0,0.0,0.0,0.0,0.0,0.0,0,1.21,74,90,570,0,0.16,382,354,68,18
540,Tommy Smith,28,703209600,Premier League,2018/2019,Defender,Huddersfield Town,1141,431,710,England,15,4,9,0,0,0,0,0,0,0,0,1,0,1,34,12,22,3,1,0.0,0.0,0.0,0.0,0.0,0,2.68,34,76,285,0,0.32,334,360,173,24
541,Trent Alexander-Arnold,21,907718400,Premier League,2018/2019,Defender,Liverpool,2467,1266,1201,England,29,14,13,1,0,1,12,8,4,0,0,16,11,5,14,4,10,3,0,0.47,0.44,0.04,0.0,0.07,2467,0.51,176,85,822,206,0.11,238,6,6,13
542,Troy Deeney,32,583545600,Premier League,2018/2019,Forward,Watford,2548,1298,1250,England,32,15,13,9,3,6,5,1,4,1,0,5,3,2,43,23,20,5,1,0.49,0.18,0.32,0.21,0.43,283,1.52,59,80,425,510,0.21,56,81,-1,2
543,Tyias Browning,26,769996800,Premier League,2018/2019,Defender,Everton,0,0,0,England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,-1,-1,-1,-1
544,Tyreke Johnson,21,910051200,Premier League,2018/2019,Defender,Southampton,0,0,0,England,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,-1,-1,-1,-1
545,Tyrone Mings,27,731980800,Premier League,2018/2019,Defender,AFC Bournemouth,141,7,134,England,5,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0.0,0.0,0.0,0.0,0.0,0,2.55,35,28,0,0,0.0,-1,-1,-1,23
546,Vicente Guaita,33,537235200,Premier League,2018/2019,Goalkeeper,Crystal Palace,1755,1035,720,Spain,20,12,8,0,0,0,0,0,0,0,0,7,5,2,21,12,9,2,0,0.0,0.0,0.0,0.0,0.0,0,1.08,84,88,878,0,0.1,325,352,45,19
547,Vicente Iborra ,32,569289600,Premier League,2018/2019,Midfielder,Leicester City,226,152,74,Spain,8,2,1,0,0,0,0,0,0,0,0,3,1,2,4,2,2,0,0,0.0,0.0,0.0,0.0,0.0,0,1.59,57,28,0,0,0.0,-1,-1,-1,14
548,Victor Camarasa,26,770083200,Premier League,2018/2019,Midfielder,Cardiff City,2579,1267,1312,Spain,32,16,15,5,4,1,4,1,3,1,0,8,4,4,48,25,23,6,0,0.31,0.14,0.17,0.28,0.07,516,1.68,54,81,430,645,0.21,111,106,-1,1
549,Victor Moses,29,660960000,Premier League,2018/2019,Midfielder,Chelsea,26,17,9,Nigeria,2,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0,3.46,26,13,0,0,0.0,-1,-1,-1,23
550,Victor Nilsson Lindelöf,26,774403200,Premier League,2018/2019,Defender,Manchester United,2602,1112,1490,Sweden,30,12,17,1,1,0,1,0,1,0,0,6,2,4,38,13,25,1,0,0.07,0.03,0.03,0.08,0.0,2602,1.31,68,87,2602,2602,0.03,263,246,88,14
551,Victor Wanyama,29,677808000,Premier League,2018/2019,Midfielder,Tottenham Hotspur,509,302,207,Kenya,13,3,1,1,1,0,0,0,0,0,0,6,4,2,3,3,0,2,0,0.18,0.0,0.18,0.3,0.0,509,0.53,170,39,255,0,0.35,106,266,-1,11
552,Viktor Gyökeres,22,896918400,Premier League,2018/2019,Forward,Brighton & Hove Albion,0,0,0,Sweden,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,-1,-1,-1,-1
553,Vincent Janssen,26,771638400,Premier League,2018/2019,Forward,Tottenham Hotspur,36,36,0,Netherlands,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,12,0,0,0.0,-1,-1,-1,28
554,Vincent Kompany,34,513475200,Premier League,2018/2019,Defender,Manchester City,1223,561,662,Belgium,17,6,7,1,1,0,0,0,0,0,0,7,3,4,7,3,4,6,0,0.07,0.0,0.07,0.16,0.0,1223,0.52,175,72,204,0,0.44,192,384,7,12
555,Virgil Van Dijk,29,678931200,Premier League,2018/2019,Defender,Liverpool,3385,1675,1710,Netherlands,38,19,19,4,2,2,2,1,1,0,0,21,12,9,19,8,11,1,0,0.16,0.05,0.11,0.11,0.11,846,0.51,178,89,3385,1693,0.03,152,201,4,6
556,Wayne Hennessey,33,538444800,Premier League,2018/2019,Goalkeeper,Crystal Palace,1575,675,900,Wales,18,7,10,0,0,0,0,0,0,0,0,5,2,3,23,8,15,0,0,0.0,0.0,0.0,0.0,0.0,0,1.31,68,88,0,0,0.0,321,404,87,13
557,Wes Morgan,36,443491200,Premier League,2018/2019,Defender,Leicester City,1926,783,1143,Jamaica,22,9,12,3,1,2,0,0,0,0,0,6,3,3,24,9,15,5,2,0.14,0.0,0.14,0.11,0.16,642,1.12,80,88,385,0,0.23,125,300,48,6
558,Wesley Hoedt,26,762912000,Premier League,2018/2019,Defender,Southampton,1170,540,630,Netherlands,13,6,7,0,0,0,0,0,0,0,0,4,2,2,20,5,15,2,0,0.0,0.0,0.0,0.0,0.0,0,1.54,59,90,585,0,0.15,374,370,123,27
559,Willy Caballero,38,370483200,Premier League,2018/2019,Goalkeeper,Chelsea,180,90,90,Argentina,2,1,1,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,90,0,0,0.0,-1,-1,-1,19
560,Wilfried Zaha,27,721353600,Premier League,2018/2019,Midfielder,Crystal Palace,3041,1347,1694,Côte d'Ivoire,34,15,19,10,1,9,5,3,2,0,0,10,5,5,45,18,27,10,1,0.44,0.15,0.3,0.07,0.48,304,1.33,68,89,304,608,0.3,63,92,-1,2
561,Will Hughes,25,798076800,Premier League,2018/2019,Midfielder,Watford,2436,1251,1185,England,32,16,15,2,1,1,4,2,2,0,0,5,3,2,39,19,20,5,0,0.22,0.15,0.07,0.07,0.08,1218,1.44,62,76,487,609,0.18,200,91,-1,8
562,Will Norris,26,745113600,Premier League,2018/2019,Goalkeeper,Wolverhampton Wanderers,0,0,0,England,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,-1,-1,-1,-1
563,Willian da Silva,31,587088000,Premier League,2018/2019,Forward,Chelsea,2108,833,1275,Brazil,32,11,15,3,2,1,6,3,3,0,0,13,7,6,23,6,17,2,0,0.38,0.26,0.13,0.22,0.07,703,0.98,92,66,1054,351,0.09,131,36,-1,8
564,Willy Boly,29,665539200,Premier League,2018/2019,Defender,Wolverhampton Wanderers,3169,1530,1639,France,36,17,19,4,2,2,0,0,0,0,0,8,6,2,38,17,21,3,1,0.11,0.0,0.11,0.12,0.11,792,1.08,83,88,792,0,0.11,153,312,43,4
565,Xherdan Shaqiri,28,687052800,Premier League,2018/2019,Midfielder,Liverpool,1058,538,520,Switzerland,24,6,5,6,5,1,3,0,3,0,0,12,7,5,5,3,2,2,0,0.77,0.26,0.51,0.84,0.17,176,0.43,212,44,529,353,0.17,15,39,-1,4
566,Yann Valery,21,919641600,Premier League,2018/2019,Defender,Southampton,1715,1070,645,France,23,12,8,2,1,1,1,1,0,0,0,3,1,2,26,17,9,5,1,0.16,0.05,0.1,0.08,0.14,858,1.36,66,75,343,1715,0.26,159,214,95,7
567,Yerry Mina,25,780278400,Premier League,2018/2019,Defender,Everton,890,360,530,Colombia,13,4,6,1,0,1,0,0,0,0,0,4,3,1,12,3,9,3,0,0.1,0.0,0.1,0.0,0.17,890,1.21,74,68,297,0,0.3,160,329,67,9
568,Yoshinori Muto,28,711158400,Premier League,2018/2019,Forward,Newcastle United,516,180,336,Japan,17,2,3,1,0,1,0,0,0,0,0,5,1,4,10,3,7,1,0,0.17,0.0,0.17,0.0,0.27,516,1.74,52,30,516,0,0.17,113,290,-1,8
569,Youri Tielemans,23,862963200,Premier League,2018/2019,Midfielder,Leicester City,1092,575,517,Belgium,13,7,6,3,2,1,4,2,2,0,0,3,3,0,13,5,8,2,0,0.58,0.33,0.25,0.31,0.17,364,1.07,84,84,546,273,0.16,81,13,-1,4
570,Yves Bissouma,23,841363200,Premier League,2018/2019,Midfielder,Brighton & Hove Albion,1769,747,1022,Mali,28,7,10,0,0,0,0,0,0,0,0,5,4,1,30,14,16,5,0,0.0,0.0,0.0,0.0,0.0,0,1.53,59,63,354,0,0.25,402,335,-1,17
571,Zechariah Medley,20,962928000,Premier League,2018/2019,Defender,Arsenal,0,0,0,England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,-1,-1,-1,-1
572,Zeze Steven Sessegnon,20,958608000,Premier League,2018/2019,Defender,Fulham,0,0,0,England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,-1,-1,-1,-1
573,Lukasz Fabianski,35,482630400,Premier League,2018/2019,Goalkeeper,West Ham United,3420,1710,1710,Poland,38,19,19,0,0,0,0,0,0,0,0,7,4,3,48,23,25,0,0,0.0,0.0,0.0,0.0,0.0,0,1.26,71,90,0,0,0.0,391,343,81,19
